"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"M4H35HGT","book","2010","Marinez de Varela, Alfredo; Zarkanchenko de González, Luz Colombia; Posada de Pupo, Elisa; Panchano, Lucrecia; Benet Robinson, Ofelia Margarita; Mina Díaz, Bertulia; Ramírez Nieva, María Teresa; Viveros Vigoya, Leida; Mina Díaz, Imelda; Grueso Romero, Mary; Posso Figueria, Amalia Lú; Mina Díaz, Ana Teresa; Valencia, Laura Victoria; Vélez, Turque; Chavarría Londoño, Hermilda; Cueto Mercado, Muris; Truque, Sonia Nadhezda; Sierra González, Lya; Zapata Pérez, Edelma; Castillo, Nila del Socorro; Truque, Yvonne América; Diago, Ruth Patricia; Corpus Stephens, Briceña; de la Torre Córdoba, Jenny; Adress Guzmán, Alexandra; Guerrero Muñoz, Clara; Duque Palacios, Sayly; Castillo Reina, Felipa Trifenia; Solarte Orejuela, Sonia","Antología de mujeres poetas afrocolombianas","","978-958-753-007-0","","","https://babel.banrepcultural.org/digital/api/collection/p17054coll7/id/15/download","","2010","2025-04-10 20:00:11","2025-04-10 20:00:11","","","","","","","","","","","","","Ministerio de Cultura","Bogotá","spa","","","Biblioteca Virtual del Banco de la República","https://babel.banrepcultural.org/","https://www.worldcat.org/title/antologia-de-mujeres-poetas-afrocolombianas/oclc/879738909&referer=brief_results","PQ 8174 .A586 2010","Colombia","<div data-schema-version=""6""><p>Tocá ese tambor</p> <p>Tocá ese tambor hijo mío,</p> <p>vuelen sobre él tus manos mestizas,</p> <p>confluye a tu sangre africana,</p> <p>confluye a tu sangre india.</p> <p>Tocá ese tambor hijo mío,</p> <p>cierra los ojos y vuela,</p> <p>en las notas temblorosas</p> <p>ritmo de baile africano,</p> <p>cante tu boca bembita,</p> <p>tromponcita y cariñosa.</p> <p>Tocá ese tambor hijo mío,</p> <p>vuelen tus manos mestizas,</p> <p>en los sonidos de África,</p> <p>con tu boca medio bemba</p> <p>y tu pasita amonada.</p> </div>","/home/febres/Zotero/storage/UFB25UWB/antologia-mujeres-poetas-afrocolombianas.jpg","","","History and criticism; Colombia; Colombian poetry; Women authors, Black","","","","","","","","","","","","","","","","","","","","2010","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E82TJ9J7","book","1995","Russell, Carlos E","An old woman remembers","","978-1-878433-20-6","","","","","1995","2025-04-10 20:00:11","2025-04-10 20:00:11","","","","","","","","An old woman remembers--: the recollected history of West Indians in Panama, 1855-1955 : a prose-poetry monologue","","","","","Caribbean Diaspora Press","New York","eng","","","","","https://www.worldcat.org/title/old-woman-remembers-the-recollected-history-of-west-indians-in-panama-1855-1955-a-prose-poetry-monologue/oclc/37684774&referer=brief_results","","Panamá","<div data-schema-version=""8""><p>Them had a system.</p> <p style=""padding-left: 40px"" data-indent=""1"">Them was on Gold Roll,</p> <p style=""padding-left: 40px"" data-indent=""1""> &nbsp;we was on Silver Roll.</p> <p>Gold was better than Silver.</p> <p>Everything was separated.</p> <p>Them had gold clubhouses.</p> <p style=""padding-left: 40px"" data-indent=""1"">We had silver clubhouses.</p> <p>And so on and on it went.</p> <p>The only time we had gold,</p> <p style=""padding-left: 40px"" data-indent=""1"">was when we put it in we mouth.</p> <p style=""padding-left: 80px"" data-indent=""2"">You know,</p> <p style=""padding-left: 120px"" data-indent=""3"">to have gold teeth…</p> <p>Strange… white people use silver, not gold…</p> <p style=""padding-left: 40px"" data-indent=""1"">I guess them was cheap.</p> <p>Black policeman couldn’t arrest white people.</p> <p>A Black man was a janitor,</p> <p style=""padding-left: 40px"" data-indent=""1"">a white man a maintenance engineer.</p> </div>","/home/febres/Zotero/storage/QJQMHIGC/old-woman.jpg","","","","","","","","","","","","","","","","","","","","","","","1995","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCTKXPBT","book","1996","Herrera, Georgina","Always rebellious: selected poems = Cimarroneando: poemas escogidos","","978-0-9827860-6-2","","","http://archive.org/details/alwaysrebellious0000herr","","1996","2025-04-10 20:00:11","2025-10-30 18:43:16","2022-04-24 00:30:59","","176","","","","","Always rebellious","tr, bilingual","","","","Cubanabooks","Chico","spa;eng","","","Internet Archive","","https://www.worldcat.org/title/always-rebellious-selected-poems/oclc/894938169&referer=brief_results","","Cuba","<div data-schema-version=""8""><p>While in the womb</p> <p>of my mother, every</p> <p>now and then, in the midst</p> <p>of the _wemilere_ splendor,</p> <p>the old Oweni spoke</p> <p>through the thick thump thump of the drum.</p> <p>His hoarse voice was heard</p> <p>filled with many longings;</p> <p>claiming,</p> <p>urging his return. Desolated,</p> <p>the fields had become, the grass.</p> <p>How desperate the hunger of the wild beasts!</p> </div>","/home/febres/Zotero/storage/WYITQE6V/allways-rebellious.jpg","","","Herrera, Georgina -- Translations into English","","","Rodríguez-Alcalá, María; Cordones-Cook, Juanamaría; Cordones Cook, Alexander Michael","","","","","","","","","","","","","","","","","1996","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUWKLFGY","book","1975","Manzano, Juan Francisco; Schulman, Iván A","Autobiografía de un esclavo (moderniziada)","","978-84-250-0186-4","","","","","1975","2025-04-10 20:00:11","2025-07-03 20:50:17","","","","","","","","Autobiografia","","","","","Guadarrama","Madrid","spa","","","","","https://www.worldcat.org/title/autobiografia-de-un-esclavo/oclc/462770861&referer=brief_results","","Cuba","<div data-schema-version=""8""><p>Era un lugar tan soturno como apartado de la casa, en un traspetio junto a una caballeriza y junto a un apestoso y evaporante basurero, contiguo a un lugar común tan infestado como húmedo y siempre pestífero, separado de él sólo por unas paredes, todas agujereadas, guarida de deformes ratas que sin cesar me pasaban por encima. Yo que tenía la cabeza llena de cuentos de cosas malas de otros tiempos, de las almas aparecidas aquí de la otra vida, y de los encantamientos de los muertos, cuando salía un tropel de ratas haciendio ruido me parecía que estaba aquel sótano lleno de fantasmas.</p> </div>","/home/febres/Zotero/storage/V3MXHJXQ/autobiografia.jpg","","","","","","","","","","","","","","","","","","","","","","","1975","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5B9G3UQP","book","2006","Chiriboga, Luz Argentina","Este mundo no es de las feas: cuentos","","978-9978-49-569-8","","","","","2006","2025-04-10 21:53:54","2025-07-10 14:30:39","","","","","","","","Este mundo no es de las feas","","","","","Libresa","Quito","spa","","","","","https://search.worldcat.org/en/title/370471932","","Ecuador","<div data-schema-version=""8""><p>Al subir, lo primero que notó fue que algunos pasajeros tenían el cabello húmedo y olían a jabón barato, como si recién hubieran salidos de bañarse; otros lucían sus uniformes de trabajo; y los rostros de todos delataban nerviosismo por llegar puntuales a sus empleos. El pasajero que iba a su lado leía el diario, concentrado en una nota que hacía referencia al atentado de las torres en Nueva York. Erema frunció el entrecejo. A diferencia de los días anteriores, necesitaba llegar puntual a la oficina, debía estar lista para recibir al representante del circo y adquirir boletos para los empleados de su sección. Vestía un terno estilo sastre color café, cuya falda le daba a los tobillos, y zapatos de tacones bajos de cuero de culebra, que parecían del tiempo de la abuela. Era su forma de vestir. No advertía que la moda había cambiado y lucía más edad de la que tenía, sus veintiocho parecían treinta y ocho.</p> </div>","/home/febres/Zotero/storage/YYUPAI2P/mundofeas.jpg","","","","","","","","","","","","","","","","","","","","","","","2006","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVDVKVFD","book","1898","Sousa, Cruz e","Evocações","","","","","https://ia802607.us.archive.org/12/items/3345231/3345231.pdf","","1898","2025-04-10 21:53:54","2025-04-10 21:53:54","","","406","","","","","","","","","","Typ. Aldina","Rio de Janeiro","pt","","","University of Illinois Urbana-Champaign","https://archive.org/details/university_of_illinois_urbana-champaign","https://www.worldcat.org/title/evocaes/oclc/1194102158?referer=br&ht=edition","","Brasil","<div data-schema-version=""8""><p>N'aquella hora tremenda, grande hora solemne na qual se ia iniciar outra nova vida, foi para mim uma sensibilidade original, um soffrimento nunca sentido, que me desprendia da terra, que me exhilaba do mundo, tal era o choque violento dos meus nervos nesse momento, tal a delicada e curiosa impressão da minh'alma n'esse transe supremo.</p> <p>Ella, abalada por gemidos, na dôr que a dilacerava, quasi desfallecia, com a mais rara expressão raysteriosa nos grandes olhos, os lábios lividos, o semblante de uma contemplatividade de martyrio, transfigurada já pela angustia sagrada d'aquella hora, no instante augusto da Maternidade.</p> </div>","/home/febres/Zotero/storage/XY46HMR7/evocacoes.jpg","","","","","","","","","","","","","","","","","","","","","","","1898","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZHLXDIC","book","2020","Chagas, Jorge","El Pardejón: la novela de Fructuoso Rivera","","978-9974-9092-7-4","","","","","2020","2025-04-10 21:53:54","2025-04-10 21:53:54","","","","","","","","","","","","","Fin de Siglo","Montevideo","spa","","","","","https://www.worldcat.org/title/pardejon-la-novela-de-fructuoso-rivera/oclc/1245850008&referer=brief_results","","Uruguay","<div data-schema-version=""8""><p>Así comenzó para mí, Eustaquio Santos, la revolución. Esa revolución que nos dejó marcas para siempre. (Si pudiéramos narrar nuestra historia, una historia de dolores y fatigas, y dijésemos que comenzamos la lucha por el rey de estas tierras que no conocíamos y nunca conoceríamos, ¿nos creerían, acaso? ¿O al oírnos se burlarían de nosotros? ¿Quién pelea por lo que no sabe, por lo que no conoce? Extraña revolución que obligó a cabalgaar juntos a paisanos errantes sin conchabo alguno, chúcaros y retobados, aparceros, curas, infieles, negros y pardos fugados, platudos de nariz respingada y más estirados que perro al sol, con sus pañuelos de seda al cuello y sombreros de ala ancha. Extraña revolución donde ambos ejércitos, patriotas y godos, morían combatiendo en nombre de un mismo rey desconocido.)</p> </div>","/home/febres/Zotero/storage/IRX8AQGW/pardejon.jpg","","","","","","","","","","","","","","","","","","","","","","","2020","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WY9TPA2L","book","2002","Mata Gil, Milagros","El diario íntimo de Francisca Malabar","","978-980-01-1158-1","","","","","2002","2025-04-10 21:53:54","2025-04-10 21:53:54","","","219","","","","","","Colección Continentes","","","","Monte Avila Editores Latinoamericana","Caracas","spa","","","","","https://www.worldcat.org/title/diario-intimo-de-francisca-malabar/oclc/1198350599&referer=brief_results","PQ 8550.23 .A834 D5 2001","Venezuela","<div data-schema-version=""8""><p>Una vez alguien estaba de visita en Cuba con un grupo turístico y tenían como guía a un negro joven y petulante, perfeccionista graduado en Letras que hacía un doctorado en Carpentier o algo así. Y el negro habíia sido muy severo, muy estrecho de miras, muy comunista en eso de imponer horarios y disciplinas, soslayando conversaciones que fueran más allá del estricto manejo de un rebaño de turistas. Y estuvieron en la Plaza de la Revolución y todos esos sitios. Pero luego, en un momento, llegaron a un pueblo, creo, con casas coloniales reconstruidas para efectos turísticos, y en una de esas casashubo una especie de fiesta y todos bebieron y de pronto el negro sacó una guitarra y comenzó a cantar. Y no sé por cuáles caminos llegaron a esa trova de los trovadores que en un tiempo fueron de La nueva Trova, no sé, y a ese alguien que cantaba se le humedecieron los ojos. Porque era verdad. Las reticencias se derritieron. El grupo compacto cantó la canción, con unción de llantos y deseos, con un dolor de sueños rotos o &nbsp;corrompidos, y sentían Su Presencia, como un bloque invisible y tibio y esperanzador. No es que Él estuviera allá, porque no iba a estar en una fiesta, así como era de asceta, sino que era posible ver cómo hay algo en el corazón de cada quien: una llamita azul, apenas llama de piloto, que espera la chispa, el detonante.</p> </div>","/home/febres/Zotero/storage/BUVMGLXF/malabar.jpg","","","","","","","","","","","","","","","","","","","","","","","2002","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQDZ3N7P","book","1996","Chiriboga, Luz Argentina","Drums under my Skin","","978-0-939423-04-0","","","","","1996","2025-04-10 21:53:54","2025-07-03 20:58:38","","","","","","","","","tr","","","","Afro-Hispanic Institute","Washington, D.C.","eng","","","","","https://www.worldcat.org/title/drums-under-my-skin/oclc/36720486&referer=brief_results","","Ecuador","<div data-schema-version=""8""><p>My coastal accent caught the attention of women dozing int heir seats, who hid their curiosity by pretending they were arranging packages. At that hour, a general exhaustion induced &nbsp;sleep. I was alone, and imaginary fears crowded my mind. Why had God lost his power to create life and movement at that moment? I heard my mother’s voice again with her “Behave yourself,” which turned into doubts, suspicions, omens, and more precisely, into fears. At te door od the bus station, a man in blue jeans was awaiting the departure of the bus that would take us to Quito. His cap caught my eye, and I could tell from his boots that he had come a long way. I couldn’t see his face as he went up to an etching of an Andean landscape of the wall. It was cold, and so he sank his hands into the pockets of his jacket.</p> </div>","/home/febres/Zotero/storage/AIDFCK42/drums.jpg","","","","","","Harris, Mary A.","","","","","","","","","","","","","","","","","1996","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QMVNHPHQ","book","1991","Thomas, Piri","Down these mean streets","","978-0-679-78142-4 978-0-679-73238-9","","","","","1991","2025-04-10 21:53:54","2025-04-10 21:53:54","","","","","","","","","","","","","Vintage Books","New York","eng","","","","","https://www.worldcat.org/title/down-these-mean-streets/oclc/1020241414&referer=brief_results","","Puerto Rico / Cuba / USA","<div data-schema-version=""8""><p>The Pennsylvanian smiled. “Oh, I’m not looking for that kind of personal involvement,” he said. “I’m not seeking violence but rather the warmth and harmony of the southern Negro, their wonderful capacity for laughter and strength, their spiritual closeness to God and their way of expressing faith through their gospel singing. I want to capture on paper the richness of their poverty and their belief in living. I want the words I write to blend with emotions of their really fantastic ability to endure and absorb the anguish of past memories of the slavery that was the lot of their grandparents. I want to write that despite their burdens they are working with the white man toward a productive relationship.”</p> <p>I glanced at Brew. He was studying the shadows on the walls. I took a good look at the Pennsylvanian. He was tan-colored and not really very negroid-looking. I got a funny, almost proud feeling that I looked more negroid than he did.</p> </div>","/home/febres/Zotero/storage/S8X8IES3/down-these.jpg","","","","","","","","","","","","","","","","","","","","","","","1967","","","","","","","","","","","","","","","","","","","","","","","","","",""
